3,1471418431,412.00,141.90,6.55,9.09,34.88,18.00,0.00,1.00,nan,0.00,nan,85.00
3,1471418712,411.00,164.60,6.43,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,18.19
3,1471509023,413.00,96.30,6.61,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,85.00
3,1471332409,413.00,68.40,7.58,9.09,38.30,20.00,0.00,1.00,nan,0.00,nan,85.00
3,1471332843,410.00,-12.60,10.87,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,18.69
3,1471333103,407.00,-106.50,10.10,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,18.37
3,1471333363,411.00,-114.70,12.57,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,18.12
3,1471333623,406.00,90.00,9.53,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.25
3,1471333882,407.00,68.30,8.63,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.25
3,1471334141,409.00,72.80,8.34,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.25
3,1471334400,405.00,70.80,10.11,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.25
3,1471334659,403.00,40.90,8.40,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.25
3,1471334918,401.00,40.80,8.47,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.25
3,1471335177,408.00,93.40,8.09,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.31
3,1471335436,402.00,-3.50,12.32,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.37
3,1471335696,404.00,49.10,9.03,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471335955,400.00,38.10,8.64,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471336214,408.00,92.80,8.49,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471336473,408.00,41.60,9.14,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471336732,399.00,-9.30,12.09,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471336991,401.00,39.50,9.12,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.37
3,1471337250,408.00,86.70,8.80,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471337509,409.00,101.10,8.88,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471337767,402.00,86.00,8.55,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471338027,402.00,83.90,8.66,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.37
3,1471338285,405.00,-44.10,9.69,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.44
3,1471338544,401.00,6.70,9.97,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.69
3,1471338803,405.00,49.40,10.33,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,18.50
3,1471339062,406.00,9.20,10.31,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,18.19
3,1471339321,409.00,-28.90,10.07,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,17.87
3,1471339581,402.00,66.50,8.10,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,15.31
3,1471339840,404.00,9.50,8.03,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,15.25
3,1471340099,406.00,47.10,7.95,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,15.69
3,1471340358,410.00,87.10,7.97,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,15.94
3,1471340617,408.00,99.30,7.39,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,15.94
3,1471340876,412.00,96.30,7.46,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,16.31
3,1471341135,411.00,81.30,7.58,9.09,0.00,0.00,0.00,1.00,nan,0.00,nan,16.44
